129.369	82.8944
130.193	6266.5
131.235	84.6137
131.944	77.2039
132.577	1788.51
133.268	180.479
134.062	105.143
134.743	170.11
136.006	2143.52
137.398	1172.87
138.299	714.81
139.466	388.102
140.536	183.96
141.282	5570.33
142.232	787.904
143.114	6204.73
144.057	563.733
145.122	480.006
146.195	347.387
147.231	2059.43
148.099	363.121
149.061	372.608
149.759	114.285
150.542	34.4561
151.181	90.076
152.311	124.867
153.195	279.039
154.165	181.538
155.19	886.661
156.216	142.75
157.115	1025.49
158.135	813.674
159.176	2081.24
160.247	394.146
161.192	200.727
162.271	123.698
163.038	42.3357
164.213	60.8817
165.096	309.371
166.148	891.108
167.115	2466.02
168.119	381.824
169.136	4931.9
170.144	881.612
171.215	424.078
172.193	275.899
173.15	990.91
174.219	176.538
175.15	1904.21
176.146	276.049
177.215	174.164
178.08	127.122
179.165	131.918
180.286	99.8075
181.191	336.366
182.272	95.5271
183.156	622.373
184.245	512.071
185.178	1102.52
186.114	3207.33
187.147	685.687
188.127	422.823
189.193	155.585
190.105	70.5396
191.235	873.469
192.221	153.588
193.205	280.651
194.228	245.36
195.195	288.957
196.237	276.722
197.283	351.961
198.271	340.402
199.294	698.907
200.25	1522.19
201.218	615.658
202.081	339.749
203.192	293.08
204.168	271.454
205.274	115.12
206.136	98.8722
207.271	437.239
208.259	139.811
209.215	248.986
210.267	347.255
211.268	510.08
212.157	7674.75
213.185	1136.04
214.177	9893.51
215.213	1473.79
216.21	393.402
217.197	399.338
218.182	1310.79
219.214	1497.81
220.316	340.67
221.235	856.016
222.206	581.769
223.286	307.891
224.187	155.925
225.256	258.269
226.18	859.033
227.257	630.05
228.26	537.6
229.263	589.296
230.23	1326.52
231.271	928.293
232.352	388.195
233.246	513.976
234.18	337.277
235.203	925.555
236.167	219.295
237.247	106.76
238.162	1510.64
239.177	621.502
240.166	2974.66
241.131	597.054
242.254	1092.18
243.229	460.631
244.245	829.742
245.141	382.223
246.197	272.527
247.18	383.569
248.218	244.035
249.215	803.639
250.187	404.863
251.232	296.181
252.242	268.168
253.165	191.939
254.278	558.71
255.226	830.897
256.191	1193.56
257.229	2878.53
258.198	868.956
259.277	359.768
260.174	194.432
261.247	336.125
262.264	160.061
263.317	173.629
264.374	95.8836
265.262	190.797
266.141	296.237
267.183	706.227
268.299	304.973
269.303	388.802
270.218	417.075
271.226	997.981
272.284	473.097
273.181	781.219
274.186	255.24
275.295	144.211
276.242	526.015
277.079	190.119
278.115	182.792
279.135	194.26
280.18	202.214
281.265	651.132
282.289	379.104
283.262	1877.76
284.239	915.016
285.188	8547.08
286.208	1530.14
287.261	241.78
288.3	830.573
289.272	122.602
290.264	78.2659
291.147	219.596
292.199	139.316
293.311	684.81
294.303	455.277
295.242	448.692
296.257	196.829
297.215	776.78
298.191	532.832
299.289	1187.53
300.163	481.014
301.235	955.638
302.23	439.593
303.291	398.378
304.238	295.62
305.262	199.985
306.264	499.012
307.384	320.35
308.319	154.982
309.269	679.432
310.241	395.136
311.247	4220.39
312.279	1125.33
313.257	989.378
314.358	803.67
315.257	7121.54
316.264	1815.66
317.313	218.276
318.25	127.599
319.404	286.007
320.127	317.576
321.384	452.072
322.444	316.259
323.298	206.869
324.27	482.739
325.218	386.509
326.277	1086.91
327.193	1188.74
328.264	2890.29
329.237	887.572
330.276	443.665
331.268	367.16
332.227	152.806
333.264	1764.64
334.247	403.023
335.286	139.966
336.257	232.927
337.126	303.677
338.269	407.164
339.222	510.405
340.308	440.177
341.247	322.812
342.283	1223.55
343.251	1043.53
344.274	574.424
345.173	383.572
346.155	286.396
347.242	235.17
348.146	137.122
349.35	294.732
350.557	107.916
351.3	103.494
352.315	654.272
353.413	294.173
354.242	1216.58
355.265	851.711
356.204	7256.33
357.21	1217.62
358.353	281.081
359.283	312.379
360.372	493.15
361.362	180.455
362.27	184.883
363.202	367.536
364.236	810.807
365.254	302.224
366.187	229.184
367.264	572.608
368.341	358.885
369.46	295.139
370.314	1147.69
371.317	429.33
372.269	800.393
373.164	231.079
374.353	348.537
375.203	314.032
376.198	325.323
377.326	465.917
378.294	658.538
379.128	557.531
380.272	580.201
381.302	477.363
382.254	2386.74
383.325	869.797
384.274	730.442
385.305	284.434
386.413	90.8492
387.488	264.824
388.456	446.762
389.291	479.399
390.139	139.001
391.144	619.307
392.452	316.033
394.081	438.855
395.11	342.451
396.204	382.013
397.347	540.097
398.362	659.556
399.253	1393.98
400.228	442.359
401.188	335.462
402.367	1025.14
403.31	200.477
404.18	326.312
404.783	51.2898
405.386	507.304
406.479	211.436
407.395	376.536
408.228	104.248
409.212	570.17
410.191	301.415
411.25	316.962
412.319	351.028
413.396	1282.28
414.33	2588.3
415.282	677.981
416.328	212.36
417.292	323.837
418.346	304.95
419.304	243.401
420.292	230.015
421.311	263.891
422.35	244.389
423.393	754.281
424.317	456.271
425.283	1136.05
426.414	676.443
427.297	5503.58
428.349	1688.23
429.461	321.668
430.365	191.398
431.432	565.195
432.576	509.463
433.404	220.594
434.172	277.2
435.405	404.545
436.551	362.64
437.325	130.099
438.456	186.247
439.394	534.505
440.438	523.231
441.337	2387.7
442.268	743.673
443.326	514.947
444.476	300.138
445.298	197.05
446.344	237.24
447.558	202.78
448.405	395.107
449.592	951.097
450.459	483.324
451.39	302.374
452.245	413.422
453.343	1243.77
454.376	599.161
455.329	477.702
456.296	452.878
457.45	145.201
458.264	76.9593
459.473	315.63
460.264	195.807
461.283	237.678
462.32	313.899
463.324	272.317
464.4	311.799
465.574	308.623
466.415	183.983
467.313	557.392
468.361	411.692
469.229	525.388
470.311	862.454
471.334	289.921
472.139	280.325
473.239	136.074
474.253	281.281
475.114	376.974
476.208	429.188
477.045	475.375
478.238	524.383
479.435	310.963
480.338	552.122
481.306	325.229
482.109	323.41
482.966	280.44
484.398	1372.27
485.227	760.596
486.131	444.466
487.269	119.107
488.163	320.82
489.154	248.156
490.154	134.21
491.351	177.508
492.339	167.12
493.323	241.132
494.38	1167.76
495.317	438.643
496.311	655.175
497.371	420.083
498.366	3492.09
499.38	878.151
500.293	346.699
501.365	297.445
502.333	1013.57
503.324	496.047
504.501	224.27
505.249	442.399
506.334	344.448
507.227	203.914
508.216	373.232
509.286	323.027
510.425	418.184
511.538	296.02
512.4	3289.43
513.44	805.905
514.408	482.301
515.338	286.762
516.371	199.645
517.382	669.837
518.442	275.663
519.338	196.365
520.531	946.877
521.523	426.839
522.322	139.94
523.453	357.471
524.461	968.606
525.571	631.581
526.339	312.612
527.324	231.619
528.354	271.003
529.53	393.268
530.394	213.046
531.39	212.998
532.443	183.331
533.368	529.169
534.342	170.588
535.191	297.145
536.334	256.374
537.397	367.53
538.422	812.955
539.28	358.186
540.27	355.896
541.385	709.956
542.463	1295.47
543.528	454.95
544.547	232.136
545.361	266.237
546.294	421.647
547.446	287.386
548.503	468.921
549.274	484.483
550.235	358.272
551.325	596.873
552.44	270.712
553.33	186.892
554.389	318.239
555.607	1236.68
556.471	619.962
557.094	341.047
558.191	158.411
558.824	73.1183
559.443	307.528
560.392	208.982
561.518	232.353
562.426	522.147
563.429	193.347
564.437	246.7
565.425	556.218
566.375	711.597
567.343	826.545
568.608	568.975
569.334	1470.67
570.42	679.88
571.324	278.901
572.597	230.984
573.363	212.452
574.351	209.942
575.369	188.801
576.577	127.288
577.604	222.273
578.287	190.906
579.317	322.073
580.172	127.698
581.174	370.113
582.472	189.974
583.454	2665.22
584.464	1074.88
585.416	518.286
586.458	424.399
587.492	282.674
588.466	312.912
589.58	240.266
590.474	452.527
591.614	1070.93
592.533	183.751
593.463	161.094
594.445	386.859
595.422	615.067
596.569	342.261
597.416	70.2966
598.433	279.915
599.346	276.993
600.385	316.973
601.729	130.015
602.484	114.767
603.321	176.755
604.398	149.529
605.537	168.476
606.378	370.632
607.416	467.987
608.465	194.027
609.511	409.401
610.384	413.623
611.437	238.761
612.562	273.66
613.481	1337.76
614.532	474.415
615.431	633.837
616.367	198.632
617.293	115.673
618.164	216.675
619.01	137.633
620.269	235.32
621.204	342.559
622.371	328.729
623.444	144.25
624.324	211.397
625.479	293.338
626.542	823.495
627.429	567.984
628.369	259.459
629.336	69.2324
630.475	662.567
631.622	337.656
632.491	221.72
633.494	339.642
634.364	330.826
635.198	90.5493
636.54	628.471
637.518	454.082
638.337	410.009
639.253	305.375
640.353	1272.05
641.469	624.422
642.324	191.817
643.479	256.641
644.452	362.034
645.526	197.68
646.563	178.339
647.482	116.875
648.433	260.983
649.368	79.3586
650.393	62.1053
651.43	176.749
652.436	113.542
653.405	401.859
654.395	2033.34
655.509	1093.89
656.682	320.024
657.601	118.676
658.514	279.743
659.528	380.522
660.567	275.683
661.449	242.775
662.444	365.654
663.459	172.792
664.685	242.605
665.527	203.775
666.48	268.989
667.509	186.229
668.512	37.2254
669.56	91.7755
670.199	22.4024
671.58	315.491
672.461	3116.11
673.362	989.544
674.335	117.158
675.598	215.76
676.393	70.9138
677.465	127.322
678.652	168.729
679.565	328.209
680.56	346.86
681.383	203.265
682.45	221.092
683.397	275.314
684.513	2108.01
685.493	821.978
686.475	341.472
687.513	42.6383
688.438	229.539
689.346	110.757
690.491	115.657
691.48	109.868
692.465	192.225
693.551	102.898
694.436	293.407
695.61	164.594
696.465	155.859
697.585	349.066
698.649	237.228
699.404	85.4686
700.414	111.221
701.4	124.794
702.538	126.875
703.439	293.509
704.481	187.166
705.588	209.255
706.594	157.252
707.533	338.176
708.48	215.033
709.372	278.356
710.421	438.579
711.409	435.188
712.471	352.586
713.551	92.7229
714.535	70.1662
715.381	87.362
716.493	85.1931
718.328	160.848
719.471	238.047
720.722	278.393
721.705	75.9725
722.656	195.553
723.455	128.351
724.317	118.928
725.529	1476.36
726.484	664.362
727.385	78.6752
728.538	49.3231
729.481	83.7886
730.394	52.8052
731.557	165.101
732.385	78.1594
733.425	191.877
734.577	185.458
735.424	79.3559
736.494	371.535
737.399	281.104
738.384	116.239
739.592	155.743
740.479	143.21
741.667	176.722
742.514	148.478
743.439	52.6975
744.257	37.7057
745.471	131.561
746.559	207.237
747.437	100.108
748.415	134.036
749.393	265.462
750.608	175.955
751.571	468.818
752.518	259.474
753.552	189.36
754.45	89.376
755.566	2153.05
756.502	1157.69
757.409	243.724
758.837	62.6948
760.63	183.866
761.509	66.1093
762.564	196.418
763.472	136.11
764.57	152.972
765.391	157.603
766.516	96.9372
767.435	181.995
768.509	337.235
769.617	279.47
770.461	44.0186
771.433	118.133
772.292	178.659
773.19	107.408
773.898	38.686
774.598	106.751
775.489	57.5408
776.652	58.7553
777.529	426.976
778.539	387.162
779.626	245.455
780.551	162.519
781.512	227.212
782.551	307.401
783.531	103.047
784.46	107.012
785.511	2154.57
786.491	802.056
787.66	191.153
788.761	83.534
789.574	242.078
790.45	136.769
791.385	135.977
792.476	44.7994
793.535	98.5089
794.289	99.7021
795.358	121.32
796.559	826.583
797.578	447.739
798.688	153.511
799.472	170.323
800.537	87.7563
801.437	90.9377
802.678	111.152
803.685	150.834
804.484	77.9525
805.544	234.992
